quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
CBN-PdlC-A1-20160726,"[1389771, 1390793, 1391331, 1392608, 1397535, 1412857, 1519650]","[1361389, 1391331, 1392608, 1394641, 1394908, 1396185, 1397046, 1491329, 1549015, 1737656, 1742052]","[1356356, 1392608, 1393314, 1394641, 1395049, 1397467, 1412857, 1549015, 1737647, 1742052, 1743971, 1744235]","[1491329, 1397535, 1519650, 1393314, 1737647, 1397046, 1737656, 1356356, 1390793, 1389771, 1394641, 1549015, 1396185, 1397467, 1394908, 1392608, 1391331, 1742052, 1743971, 1395049, 1744235, 1361389, 1412857]"
CBN-PdlC-A1-20170816,"[1363741, 1390793, 1392608, 1393340, 1395974, 1414365, 1558164, 1742052]","[1356359, 1363741, 1392608, 1394641, 1395974, 1412857, 1741706, 1742052]","[1356424, 1364025, 1390802, 1391331, 1392608, 1394641, 1395974, 1395990, 1397065, 1558164, 1742052, 1743536]","[1395974, 1356424, 1741706, 1558164, 1395990, 1363741, 1743536, 1364025, 1393340, 1356359, 1390793, 1397065, 1394641, 1390802, 1414365, 1392608, 1391331, 1742052, 1412857]"
CBN-PdlC-A1-20170906,"[1361617, 1390846, 1390898, 1396417, 1519650, 1721729, 1742052, 1743913]","[1356359, 1359511, 1390846, 1390898, 1391331, 1392608, 1394336, 1394540, 1394613, 1394840, 1394999, 1396253, 1396417, 1396869, 1397468, 1398816, 1412857, 1418612, 1426085, 1519650, 1664563, 1701831, 1722437, 1741834, 1742052, 1743913, 1743924, 1743971]","[1355992, 1390898, 1394336, 1394613, 1396869, 1412857, 1722444, 1743913, 1743924]","[1721729, 1396869, 1741834, 1359511, 1394840, 1396253, 1394336, 1398816, 1519650, 1426085, 1743913, 1390898, 1664563, 1743924, 1394613, 1394999, 1396417, 1722437, 1356359, 1701831, 1722444, 1361617, 1355992, 1397468, 1392608, 1391331, 1742052, 1743971, 1394540, 1418612, 1412857, 1390846]"
CBN-PdlC-A1-20180702,"[1357130, 1361382, 1363550, 1391331, 1397524, 1398824]","[1361382, 1397524, 1398824]",[1398824],"[1391331, 1361382, 1398824, 1357130, 1397524, 1363550]"
CBN-PdlC-A1-20180815,"[1359511, 1393224, 1394554, 1396417]","[1359511, 1396253, 1743971]","[1360299, 1361576, 1363741, 1390846, 1398824, 1737565]","[1396417, 1743971, 1393224, 1361576, 1363741, 1360299, 1398824, 1737565, 1359511, 1394554, 1396253, 1390846]"
CBN-PdlC-A1-20180905,"[1356399, 1412857, 1651162]","[1356399, 1359835, 1363741, 1398824, 1412857, 1519650, 1742052, 1743971]","[1356359, 1356399, 1391309, 1394540, 1394641, 1395974, 1397535, 1398824, 1412857, 1426085]","[1519650, 1743971, 1742052, 1426085, 1395974, 1356359, 1398824, 1394540, 1391309, 1356399, 1394641, 1412857, 1651162, 1359835, 1363741, 1397535]"
CBN-PdlC-A1-20190701,"[1359665, 1390934, 1393946, 1396417, 1396869, 1397524, 1398824, 1503192, 1722437, 1722444, 1737655, 1741600, 1743913, 1743924]","[1355992, 1357988, 1359945, 1361079, 1361402, 1391511, 1394336, 1394565, 1394613, 1395974, 1396417, 1396471, 1396869, 1397942, 1398824, 1502503, 1701506, 1701831, 1722437, 1722444, 1743396, 1743465, 1743913, 1743924]","[1355992, 1357988, 1361079, 1361296, 1389650, 1392541, 1394336, 1394565, 1394613, 1394911, 1395974, 1396471, 1396869, 1397524, 1398824, 1701506, 1722437, 1722444, 1741601, 1743397, 1743465, 1743913, 1743924]","[1701506, 1396869, 1394565, 1395974, 1361296, 1397524, 1391511, 1393946, 1392541, 1741600, 1394336, 1741601, 1357988, 1743396, 1743397, 1502503, 1398824, 1743913, 1359665, 1743924, 1394613, 1397942, 1737655, 1361079, 1396417, 1722437, 1701831, 1359945, 1722444, 1389650, 1390934, 1503192, 1355992, 1394911, 1743465, 1396471, 1361402]"
CBN-PdlC-A1-20190722,"[1356356, 1357817, 1390846, 1395990, 1396869, 1397528, 1743645, 1743913, 1743924]","[1355992, 1357081, 1359357, 1360981, 1361079, 1362348, 1390846, 1392611, 1394613, 1395990, 1396417, 1396869, 1397524, 1410243, 1502503, 1512231, 1519650, 1741834, 1743913, 1743924]","[1359835, 1361079, 1362348, 1393946, 1394336, 1394613, 1396869, 1425936, 1502503, 1503192, 1741834, 1743397, 1743913, 1743924]","[1396869, 1741834, 1425936, 1397524, 1395990, 1397528, 1357081, 1393946, 1743645, 1394336, 1519650, 1743397, 1502503, 1512231, 1743913, 1362348, 1743924, 1394613, 1361079, 1396417, 1410243, 1356356, 1360981, 1355992, 1503192, 1359835, 1392611, 1357817, 1359357, 1390846]"
CBN-PdlC-A1-20190812,"[1355993, 1363741, 1390846, 1396417, 1397528, 1502503, 1722437, 1741706]","[1360299, 1361079, 1390846, 1392608, 1392611, 1396417, 1396869, 1412857, 1425936, 1512231, 1519650, 1628790, 1742052, 1743971]","[1355992, 1360243, 1361043, 1361708, 1363741, 1390846, 1392608, 1394540, 1398824, 1478563, 1519650, 1628790, 1743971, 1744194]","[1396869, 1741706, 1425936, 1361043, 1397528, 1363741, 1519650, 1478563, 1502503, 1512231, 1398824, 1360299, 1361708, 1361079, 1396417, 1744194, 1722437, 1355992, 1355993, 1392608, 1392611, 1742052, 1743971, 1394540, 1360243, 1628790, 1412857, 1390846]"
CBN-PdlC-A1-20190909,"[1355992, 1390793, 1392608, 1395974, 1737565]","[1361045, 1363333, 1390966, 1391494, 1392608, 1395974, 1396471, 1396974]","[1355928, 1356359, 1362745, 1390802, 1391331, 1392608, 1394641, 1396471, 1425936, 1495503]","[1363333, 1395974, 1391494, 1425936, 1361045, 1355928, 1362745, 1356359, 1390793, 1495503, 1394641, 1390802, 1355992, 1737565, 1392608, 1391331, 1396974, 1390966, 1396471]"
CBN-PdlC-A1-20200629,"[1361528, 1391511, 1396417, 1701831, 1722437, 1743396, 1743913]","[1355992, 1361079, 1361528, 1390846, 1394336, 1394565, 1396417, 1396471, 1398816, 1399096, 1478563, 1503192, 1701831, 1722437, 1722444, 1741834, 1743396, 1743913, 1743924]","[1355992, 1361079, 1361528, 1390627, 1390846, 1394336, 1396417, 1399096, 1722437, 1722444, 1743913]","[1394565, 1741834, 1391511, 1394336, 1398816, 1478563, 1743396, 1390627, 1743913, 1743924, 1361079, 1399096, 1396417, 1722437, 1701831, 1722444, 1503192, 1355992, 1396471, 1361528, 1390846]"
CBN-PdlC-A1-20200722,"[1355993, 1392608, 1394540, 1396417, 1397046, 1549015, 1722437, 1722444, 1742052]","[1392408, 1392534, 1392549, 1392553, 1392608, 1394908, 1395531, 1395974, 1396417, 1397046, 1397524, 1412857, 1512231, 1549015, 1722437, 1722444, 1742052]","[1390690, 1392534, 1392535, 1392549, 1392553, 1392608, 1392767, 1393824, 1394540, 1394643, 1395974, 1396733, 1409318, 1412857, 1425990, 1519650, 1549015, 1742052]","[1395974, 1397524, 1392534, 1392535, 1392408, 1393824, 1519650, 1392549, 1409318, 1512231, 1392553, 1397046, 1396417, 1722437, 1425990, 1395531, 1722444, 1394643, 1549015, 1355993, 1394908, 1392608, 1390690, 1742052, 1394540, 1412857, 1396733, 1392767]"
CBN-PdlC-A1-20200812,"[1355993, 1396417, 1426085, 1512231]","[1355992, 1355993, 1357526, 1360299, 1363741, 1396307, 1398824, 1495503]","[1355992, 1359511, 1359835, 1360299, 1392553, 1392608, 1394540, 1394999, 1396307, 1398824, 1402995, 1502503, 1512231, 1517561, 1628790]","[1359511, 1363741, 1426085, 1512231, 1398824, 1392553, 1502503, 1360299, 1394999, 1396417, 1495503, 1396307, 1357526, 1355992, 1355993, 1359835, 1392608, 1394540, 1402995, 1628790, 1517561]"
CBN-PdlC-A2-20130807,"[1356356, 1356370, 1360591, 1362228, 1391494, 1392767, 1395990, 1396030, 1396471, 1396737, 1396857, 1396869, 1397468, 1412857, 1489036, 1741624, 1741880]","[1355992, 1356370, 1356399, 1356669, 1359921, 1360591, 1361079, 1388915, 1390785, 1390846, 1393314, 1394322, 1395807, 1396097, 1396185, 1396471, 1396737, 1396857, 1396869, 1397439, 1397468, 1412857, 1508026, 1666569, 1701831, 1722444, 1741880, 1742052, 1743247, 1743256, 1743924]","[1355992, 1356669, 1396471, 1396737, 1396869, 1397468, 1412857, 1743971]","[1396737, 1396097, 1396869, 1391494, 1666569, 1489036, 1743247, 1394322, 1395990, 1743256, 1393314, 1359921, 1362228, 1743924, 1361079, 1741624, 1741880, 1508026, 1396030, 1397439, 1390785, 1356356, 1701831, 1722444, 1360591, 1356370, 1355992, 1396185, 1397468, 1395807, 1396857, 1743971, 1742052, 1356399, 1388915, 1396471, 1412857, 1356669, 1390846, 1392767]"
CBN-PdlC-A2-20130903,"[1393830, 1394895, 1395868, 1395974, 1395990, 1396737, 1437724, 1744541]","[1356370, 1356564, 1394613, 1394895, 1395718, 1395974, 1396471, 1396737, 1396869, 1437724, 1701831, 1722444, 1743465, 1743913, 1743924]","[1355992, 1356370, 1356564, 1361079, 1390820, 1392193, 1394336, 1394613, 1394895, 1394911, 1395974, 1395990, 1396417, 1396471, 1396737, 1396869, 1412857, 1701831, 1722444, 1743256, 1743397, 1743913, 1743924]","[1396737, 1396869, 1395974, 1395718, 1356564, 1395990, 1743256, 1437724, 1395868, 1744541, 1394336, 1743397, 1393830, 1743913, 1743924, 1394613, 1361079, 1392193, 1396417, 1701831, 1722444, 1394895, 1356370, 1355992, 1394911, 1390820, 1743465, 1396471, 1412857]"
CBN-PdlC-A2-20140721,"[1356370, 1396737, 1399772, 1743337, 1743913]","[1356370, 1356442, 1357577, 1390846, 1393314, 1396737, 1396869, 1720959, 1743337, 1743422, 1743913, 1743924, 1744235]","[1356356, 1356370, 1356669, 1357577, 1361079, 1363741, 1390846, 1393314, 1394336, 1396417, 1396737, 1396869, 1737669, 1741834, 1743924, 1744235]","[1396737, 1396869, 1357577, 1741834, 1356442, 1363741, 1394336, 1393314, 1743913, 1743924, 1361079, 1743422, 1396417, 1356356, 1737669, 1356370, 1399772, 1743337, 1744235, 1356669, 1390846, 1720959]"
CBN-PdlC-A2-20140901,"[1360312, 1390539, 1394789, 1396737, 1412857, 1723120, 1742099]","[1356370, 1394322, 1394895, 1395974, 1395990, 1396471, 1396869, 1412857, 1722444, 1738627, 1741805, 1742052]","[1394895, 1395974, 1395990, 1396417, 1396869, 1722437, 1741805, 1743924]","[1396737, 1738627, 1396869, 1395974, 1394322, 1742099, 1395990, 1743924, 1360312, 1396417, 1722437, 1390539, 1722444, 1394895, 1356370, 1742052, 1394789, 1741805, 1723120, 1396471, 1412857]"
CBN-PdlC-A2-20150720,"[1393824, 1394540, 1395974, 1395990, 1396737, 1396869, 1397524, 1398824, 1412857]","[1356356, 1356871, 1391313, 1393824, 1394540, 1394999, 1395974, 1396094, 1396737, 1396858, 1396869, 1397528, 1398569, 1398824, 1412857, 1418211, 1423209, 1503192]","[1358176, 1364066, 1389815, 1393200, 1393824, 1393946, 1394540, 1394603, 1395807, 1395974, 1396737, 1396869, 1397500, 1397524, 1397528, 1412857, 1743337]","[1396737, 1396869, 1395974, 1397524, 1395990, 1397528, 1393946, 1393824, 1398824, 1398569, 1394603, 1393200, 1394999, 1356356, 1356871, 1391313, 1503192, 1395807, 1358176, 1364066, 1418211, 1423209, 1743337, 1394540, 1389815, 1412857, 1396858, 1397500, 1396094]"
CBN-PdlC-A2-20150810,"[1395974, 1396737, 1412857]","[1359723, 1393200, 1394908, 1395974, 1412857, 1741624]","[1356589, 1395974, 1397046, 1412857]","[1396737, 1395974, 1359723, 1356589, 1393200, 1397046, 1741624, 1412857, 1394908]"
CBN-PdlC-A2-20150831,"[1395807, 1395974, 1395990, 1396737, 1396857, 1412857, 1512231]","[1356370, 1391480, 1392535, 1395807, 1395974, 1396249, 1396737, 1412857, 1512231, 1741624, 1742052, 1743924]","[1395974, 1412857]","[1396737, 1742052, 1395974, 1512231, 1396249, 1356370, 1741624, 1743924, 1412857, 1395990, 1392535, 1391480, 1396857, 1395807]"
CBN-PdlC-A2-20160705,"[1356370, 1390641, 1396737, 1609716, 1741805, 1743913]","[1356370, 1360676, 1361079, 1362331, 1392388, 1393224, 1393314, 1394322, 1394336, 1394540, 1394613, 1395974, 1395990, 1396094, 1396471, 1396737, 1396869, 1397535, 1398816, 1400110, 1412857, 1502503, 1503192, 1722444, 1741805, 1743337, 1743422, 1743913, 1743924]","[1355992, 1356370, 1356871, 1357988, 1361079, 1388915, 1390934, 1393314, 1394322, 1394336, 1394540, 1394613, 1395974, 1396253, 1396737, 1396869, 1397535, 1412857, 1414365, 1503192, 1609716, 1722437, 1722444, 1722696, 1741805, 1743337, 1743913, 1743924]","[1396737, 1392388, 1396869, 1395974, 1394322, 1395990, 1362331, 1396253, 1397535, 1394336, 1398816, 1393314, 1360676, 1357988, 1502503, 1743913, 1400110, 1390641, 1743924, 1394613, 1361079, 1743422, 1722437, 1356871, 1393224, 1722696, 1722444, 1356370, 1390934, 1503192, 1355992, 1414365, 1743337, 1394540, 1741805, 1388915, 1609716, 1396471, 1412857, 1396094]"
CBN-PdlC-A2-20160726,"[1355992, 1357081, 1393200, 1394554, 1395974, 1396869, 1412857, 1519650, 1743913]","[1395974, 1396869]","[1356356, 1356370, 1361079, 1363630, 1390898, 1391331, 1392535, 1392565, 1393200, 1395807, 1395870, 1395942, 1395974, 1395990, 1396869, 1412857, 1519650, 1742180, 1743337, 1743913]","[1396869, 1395974, 1395990, 1392535, 1357081, 1395870, 1519650, 1743913, 1363630, 1393200, 1390898, 1392565, 1361079, 1356356, 1356370, 1355992, 1395807, 1391331, 1742180, 1395942, 1743337, 1412857, 1394554]"
CBN-PdlC-A2-20170816,"[1394866, 1395990, 1396737, 1741706]","[1356871, 1361079, 1393200, 1394643, 1395974, 1396417, 1396869, 1412857, 1425936, 1478563, 1741805, 1742052]","[1390846, 1395807, 1395974, 1395990, 1397046, 1398816, 1412857, 1701831]","[1396737, 1396869, 1395974, 1741706, 1425936, 1395990, 1398816, 1478563, 1393200, 1394866, 1397046, 1361079, 1396417, 1356871, 1701831, 1394643, 1395807, 1742052, 1741805, 1412857, 1390846]"
CBN-PdlC-A2-20180702,"[1357081, 1357988, 1359444, 1361617, 1389329, 1394336, 1394613, 1396417, 1396737, 1396869, 1397524, 1398824, 1478563, 1502503, 1503192, 1742180, 1743913, 1743924]","[1394336, 1394613, 1395974, 1396417, 1396869, 1398816, 1398824, 1722437, 1722444, 1743396, 1743913, 1743924]","[1361079, 1394336, 1395974, 1396417, 1396869, 1398816, 1502503, 1503192, 1722437, 1722444, 1743913, 1743924]","[1396737, 1396869, 1395974, 1389329, 1397524, 1357081, 1394336, 1398816, 1478563, 1357988, 1743396, 1502503, 1398824, 1743913, 1743924, 1394613, 1361079, 1396417, 1722437, 1722444, 1361617, 1359444, 1503192, 1742180]"
CBN-PdlC-A2-20180723,"[1396857, 1396869, 1622908, 1743913]","[1356871, 1359162, 1359523, 1390934, 1391331, 1393200, 1396869, 1502503, 1742052, 1743397, 1743913]","[1356871, 1357081, 1359162, 1359725, 1359853, 1392662, 1393200, 1396737, 1396869, 1397528, 1412857, 1502503, 1503192, 1701506, 1722444, 1743397]","[1396737, 1701506, 1396869, 1392662, 1397528, 1357081, 1359523, 1743397, 1502503, 1743913, 1393200, 1359162, 1356871, 1722444, 1412857, 1390934, 1503192, 1391331, 1742052, 1359725, 1359853, 1396857, 1622908]"
CBN-PdlC-A2-20180815,"[1355992, 1356370, 1363741, 1390846, 1392745, 1396737, 1396869, 1397942, 1398816, 1412857, 1478563, 1502503]","[1356370, 1357988, 1363741, 1364038, 1394336, 1396869, 1410243, 1502503, 1737508]","[1356370, 1359511, 1361079, 1361373, 1363741, 1364038, 1390898, 1390934, 1391480, 1392626, 1392662, 1393224, 1393564, 1393946, 1394336, 1395990, 1396737, 1396869, 1398816, 1398824, 1399096, 1478563, 1502503, 1512231, 1722015, 1722437, 1722444, 1741834, 1742180, 1743337, 1743396, 1743913, 1743924]","[1396737, 1396869, 1741834, 1392662, 1359511, 1395990, 1393946, 1393564, 1363741, 1722015, 1398816, 1394336, 1478563, 1357988, 1737508, 1743396, 1502503, 1398824, 1512231, 1743913, 1390898, 1743924, 1397942, 1361079, 1399096, 1410243, 1722437, 1364038, 1393224, 1722444, 1356370, 1390934, 1355992, 1361373, 1742180, 1392745, 1743337, 1392626, 1391480, 1412857, 1390846]"
CBN-PdlC-A2-20180905,"[1355992, 1357988, 1359531, 1390846, 1390898, 1390955, 1391511, 1393564, 1394336, 1394540, 1395807, 1395990, 1396737, 1396869, 1398816, 1426085, 1512231, 1628790, 1646497, 1653859, 1722444, 1737494, 1743396, 1743913, 1743924]","[1361079, 1394336, 1394613, 1396869, 1743913, 1743924]","[1355992, 1356370, 1356871, 1357988, 1359511, 1360312, 1361079, 1363622, 1390934, 1391596, 1392388, 1392662, 1393564, 1393657, 1393824, 1393946, 1394336, 1394613, 1395807, 1395974, 1396417, 1396737, 1396869, 1412857, 1478563, 1495504, 1502503, 1503192, 1722437, 1722444, 1737655, 1741834, 1743396, 1743397, 1743913, 1743924, 1743971]","[1396737, 1392388, 1396869, 1395974, 1741834, 1395990, 1391511, 1737494, 1359511, 1392662, 1393946, 1393564, 1394336, 1398816, 1646497, 1393824, 1357988, 1426085, 1743396, 1512231, 1363622, 1743913, 1478563, 1359531, 1502503, 1743397, 1390898, 1743924, 1394613, 1361079, 1360312, 1737655, 1396417, 1722437, 1356871, 1722444, 1495504, 1356370, 1412857, 1390934, 1355992, 1503192, 1395807, 1653859, 1743971, 1390955, 1394540, 1391596, 1628790, 1393657, 1390846]"
CBN-PdlC-A2-20190701,"[1391345, 1392388, 1396869, 1722444, 1741600, 1743913, 1743924]","[1356424, 1392388, 1395974, 1396869, 1398824, 1478563, 1722444, 1737655, 1743913, 1743924]","[1355992, 1356424, 1392388, 1394336, 1395974, 1396869, 1398824, 1478563, 1722437, 1722444, 1741600, 1741805, 1741834, 1743913, 1743924]","[1741600, 1394336, 1478563, 1392388, 1396869, 1395974, 1722437, 1356424, 1743913, 1398824, 1741834, 1722444, 1741805, 1391345, 1743924, 1737655, 1355992]"
CBN-PdlC-A2-20190722,"[1360563, 1363741, 1396737, 1397528, 1503192, 1512231, 1549015, 1743913]","[1355992, 1357988, 1359511, 1361079, 1363741, 1390934, 1392383, 1392388, 1392626, 1393946, 1394336, 1394540, 1394613, 1394630, 1395974, 1396253, 1396417, 1396471, 1396737, 1396869, 1397524, 1398184, 1398816, 1399096, 1412857, 1414365, 1478563, 1502503, 1503192, 1549015, 1722437, 1722444, 1737655, 1741834, 1743396, 1743397, 1743913, 1743924]","[1355992, 1360435, 1361079, 1363622, 1363741, 1390820, 1390846, 1390934, 1392383, 1392388, 1393946, 1394336, 1394540, 1395974, 1396104, 1396417, 1396471, 1396737, 1396869, 1397535, 1398184, 1398816, 1399096, 1412857, 1414365, 1502503, 1503192, 1549015, 1622908, 1722437, 1722444, 1738592, 1741834, 1742180, 1743396, 1743397, 1743422, 1743924]","[1396737, 1392388, 1396869, 1395974, 1396104, 1741834, 1397524, 1359511, 1397528, 1393946, 1363741, 1396253, 1397535, 1394336, 1398816, 1478563, 1357988, 1743396, 1743397, 1512231, 1398184, 1743913, 1502503, 1363622, 1360563, 1743924, 1394613, 1360435, 1361079, 1399096, 1737655, 1743422, 1396417, 1722437, 1394630, 1722444, 1390934, 1549015, 1503192, 1355992, 1414365, 1738592, 1390820, 1742180, 1394540, 1392626, 1396471, 1412857, 1622908, 1390846, 1392383]"
CBN-PdlC-A2-20190812,"[1359444, 1363741, 1390764, 1392745, 1396417, 1396471, 1396737, 1396869, 1414365, 1502503, 1622908, 1743422]","[1355992, 1356356, 1357081, 1357608, 1357988, 1358176, 1359511, 1363741, 1390846, 1392388, 1393564, 1394336, 1395974, 1396417, 1396471, 1396737, 1396869, 1414365, 1502503, 1512231, 1722444, 1743913, 1743924]","[1357081, 1357577, 1361079, 1363741, 1391354, 1392388, 1393564, 1394336, 1394613, 1395974, 1396417, 1396869, 1398824, 1412857, 1478563, 1492664, 1502503, 1512231, 1722437, 1722444, 1742180, 1743396, 1743924]","[1396737, 1392388, 1396869, 1395974, 1357577, 1359511, 1357081, 1393564, 1363741, 1394336, 1478563, 1357988, 1743396, 1502503, 1357608, 1512231, 1743913, 1398824, 1390764, 1743924, 1394613, 1361079, 1492664, 1743422, 1396417, 1356356, 1722437, 1722444, 1359444, 1355992, 1414365, 1358176, 1742180, 1392745, 1396471, 1412857, 1391354, 1622908, 1390846]"
CBN-PdlC-A2-20190909,"[1355992, 1356370, 1395990, 1396417, 1399096, 1622908, 1741706, 1743913]","[1395990, 1396869, 1743913]","[1355992, 1357988, 1358010, 1359521, 1361079, 1392388, 1394322, 1394336, 1394366, 1394371, 1394613, 1394641, 1395807, 1395974, 1395990, 1396417, 1396733, 1398184, 1399096, 1412857, 1609716, 1701831, 1722437, 1722444, 1723120, 1737491, 1741805, 1741834, 1742180, 1743396, 1743913, 1743924]","[1392388, 1396869, 1395974, 1741706, 1741834, 1394322, 1737491, 1395990, 1394336, 1359521, 1357988, 1743396, 1398184, 1743913, 1743924, 1394613, 1361079, 1399096, 1358010, 1394366, 1396417, 1394371, 1722437, 1701831, 1722444, 1394641, 1356370, 1355992, 1395807, 1742180, 1741805, 1723120, 1609716, 1412857, 1622908, 1396733]"
