quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
CBN-PdlC-A1-20180702,"[1397524, 1398824]","[1397524, 1398824]",[1398824],"[1398824, 1397524]"
CBN-PdlC-A1-20180815,"[1359511, 1361382, 1363741, 1393224, 1394554, 1396417, 1402995, 1728575]","[1359511, 1398824]","[1363741, 1398824, 1425936]","[1396417, 1361382, 1393224, 1398824, 1425936, 1402995, 1359511, 1394554, 1363741, 1728575]"
CBN-PdlC-A1-20180905,"[1356399, 1357130, 1357577, 1359511, 1363274, 1391331, 1394554, 1394850, 1396057, 1397497, 1412857, 1425990, 1519650, 1651162]","[1391331, 1393824, 1394540, 1398824, 1519650, 1742052]","[1394540, 1395974, 1398824, 1412857]","[1395974, 1357577, 1359511, 1393824, 1394850, 1519650, 1398824, 1425990, 1357130, 1363274, 1412857, 1396057, 1651162, 1391331, 1742052, 1394540, 1356399, 1397497, 1394554]"
CBN-PdlC-A1-20190701,"[1396869, 1397524, 1398824, 1722437, 1722444, 1741600, 1743913, 1743924]","[1355992, 1361079, 1390934, 1394336, 1394613, 1395974, 1396417, 1396869, 1398824, 1503192, 1701831, 1722437, 1722444, 1737655, 1743913, 1743924]","[1355992, 1357988, 1361079, 1389650, 1394336, 1394613, 1395974, 1396417, 1396869, 1398824, 1722437, 1722444, 1737507, 1741601, 1743397, 1743465, 1743913, 1743924]","[1396869, 1395974, 1397524, 1741600, 1394336, 1741601, 1737507, 1357988, 1743397, 1398824, 1743913, 1743924, 1394613, 1737655, 1361079, 1396417, 1722437, 1701831, 1722444, 1389650, 1390934, 1503192, 1355992, 1743465]"
CBN-PdlC-A1-20190722,"[1356356, 1357427, 1357817, 1390846, 1390872, 1391313, 1392626, 1394540, 1395990, 1396733, 1396869, 1397500, 1397528, 1505455, 1512231, 1701831, 1720959, 1743645, 1743913, 1743924]","[1390846, 1394336, 1394613, 1396417, 1396843, 1396869, 1397524, 1512231, 1519650, 1722437, 1743913, 1743924]","[1394336, 1394613, 1396869, 1743913, 1743924]","[1396869, 1397524, 1395990, 1397528, 1390872, 1743645, 1394336, 1519650, 1512231, 1743913, 1505455, 1743924, 1394613, 1396417, 1356356, 1722437, 1701831, 1391313, 1396843, 1394540, 1392626, 1357427, 1357817, 1397500, 1396733, 1390846, 1720959]"
CBN-PdlC-A1-20190812,"[1355993, 1357317, 1359511, 1363741, 1390539, 1390846, 1393824, 1394540, 1395974, 1396417, 1396869, 1397497, 1397528, 1502503, 1722437, 1741706]","[1355993, 1360299, 1390846, 1392608, 1392611, 1396417, 1396869, 1412857, 1519650, 1628790, 1742052]","[1390846, 1398824, 1628790, 1743971]","[1357317, 1395974, 1396869, 1741706, 1359511, 1397528, 1363741, 1393824, 1519650, 1502503, 1398824, 1360299, 1396417, 1722437, 1390539, 1412857, 1355993, 1392608, 1392611, 1742052, 1743971, 1394540, 1628790, 1397497, 1390846]"
CBN-PdlC-A1-20190909,"[1355992, 1360070, 1390793, 1390874, 1391331, 1392106, 1392608, 1394641, 1395974, 1396733, 1397439, 1397513, 1414365, 1558164, 1737565, 1742052]","[1390802, 1390966, 1392608, 1395974, 1558164, 1742052]","[1355992, 1391331, 1392608, 1394641, 1558164, 1742052]","[1392608, 1391331, 1742052, 1360070, 1395974, 1390793, 1392106, 1397513, 1737565, 1394641, 1390802, 1558164, 1390966, 1355992, 1390874, 1396733, 1414365, 1397439]"
CBN-PdlC-A1-20200629,"[1361079, 1361528, 1396417, 1399096, 1722437, 1743396, 1743913]","[1355992, 1361079, 1390846, 1394336, 1396417, 1398816, 1399096, 1722437, 1722444, 1743913, 1743924]","[1361079, 1361148, 1361528, 1394336, 1396417, 1722437, 1722444]","[1394336, 1396417, 1399096, 1398816, 1743396, 1722437, 1743913, 1722444, 1743924, 1361079, 1361528, 1361148, 1390846, 1355992]"
CBN-PdlC-A1-20200722,"[1355993, 1359632, 1360299, 1361402, 1390051, 1392608, 1393824, 1394540, 1396417, 1396869, 1397046, 1397065, 1549015, 1649664, 1722437, 1722444, 1741767, 1742052]","[1392553, 1392608, 1394908, 1395531, 1396417, 1519650, 1549015, 1742052]","[1392534, 1392549, 1392553, 1392608, 1394908, 1395974, 1549015, 1722437, 1742052]","[1649664, 1396869, 1395974, 1359632, 1392534, 1393824, 1519650, 1392549, 1392553, 1360299, 1397046, 1396417, 1722437, 1741767, 1397065, 1395531, 1722444, 1549015, 1355993, 1394908, 1392608, 1390051, 1742052, 1394540, 1361402]"
CBN-PdlC-A1-20200812,"[1355993, 1357317, 1359511, 1360299, 1361389, 1363407, 1363741, 1390802, 1390846, 1392608, 1393561, 1393824, 1394999, 1396417, 1397046, 1397528, 1399677, 1426085, 1427744, 1512231, 1653859, 1654153, 1697384, 1743645, 1743971]","[1355992, 1355993, 1357526, 1360299, 1360300, 1363327, 1363741, 1389771, 1390846, 1391312, 1392608, 1392611, 1392614, 1393824, 1393946, 1394581, 1396057, 1396307, 1396869, 1398824, 1426085, 1495503, 1517561, 1741608, 1743971]","[1355993, 1358654, 1359835, 1360299, 1363741, 1392608, 1394641, 1398824, 1412857, 1502503]","[1357317, 1396869, 1654153, 1394581, 1359511, 1397528, 1393561, 1393946, 1363741, 1743645, 1393824, 1427744, 1426085, 1512231, 1398824, 1741608, 1502503, 1360299, 1360300, 1397046, 1394999, 1358654, 1396417, 1389771, 1363407, 1391312, 1495503, 1390802, 1396307, 1394641, 1412857, 1357526, 1355992, 1355993, 1396057, 1359835, 1392608, 1653859, 1743971, 1392611, 1392614, 1697384, 1361389, 1517561, 1399677, 1390846, 1363327]"
CBN-PdlC-A2-20130807,"[1396471, 1396737, 1396869, 1741624, 1741880]","[1355992, 1356370, 1361079, 1388915, 1390846, 1396471, 1396737, 1396869, 1397468, 1412857, 1722444, 1743924]","[1355992, 1361079, 1394322, 1396471, 1396737, 1396869, 1397468, 1412857, 1489036, 1741624, 1743971]","[1396737, 1743971, 1396869, 1722444, 1489036, 1356370, 1388915, 1743924, 1412857, 1394322, 1396471, 1741624, 1361079, 1741880, 1397468, 1390846, 1355992]"
CBN-PdlC-A2-20130903,"[1393939, 1394895, 1395974, 1395990, 1396471, 1396737]","[1356370, 1395974, 1396471, 1396737, 1743924]","[1355992, 1394895, 1395974, 1395990, 1396417, 1396471, 1396737, 1396869, 1722444]","[1396737, 1396417, 1396869, 1395974, 1722444, 1394895, 1356370, 1393939, 1743924, 1395990, 1396471, 1355992]"
CBN-PdlC-A2-20140721,"[1390846, 1396737]","[1390846, 1396737, 1743913]","[1390846, 1396737, 1396869, 1743337, 1743924, 1744235]","[1396737, 1396869, 1743337, 1743913, 1744235, 1743924, 1390846]"
CBN-PdlC-A2-20140901,"[1361296, 1395990, 1396737, 1396869, 1412857]","[1394895, 1395974, 1395990, 1396471, 1396869, 1412857, 1741805]","[1394895, 1395974, 1395990, 1396185, 1396869, 1412857, 1741805, 1743924]","[1396737, 1396869, 1395974, 1396185, 1741805, 1394895, 1361296, 1743924, 1395990, 1396471, 1412857]"
CBN-PdlC-A2-20150720,"[1393824, 1394540, 1396737, 1397528, 1397535]","[1358176, 1359835, 1395974, 1396737, 1396869, 1397528, 1398824]","[1356370, 1361647, 1393824, 1394540, 1395974, 1396737, 1397524, 1397528, 1412857, 1743337]","[1393824, 1396737, 1358176, 1396869, 1395974, 1398824, 1743337, 1394540, 1361647, 1356370, 1397524, 1397528, 1412857, 1359835, 1397535]"
CBN-PdlC-A2-20150810,"[1395974, 1396737, 1412857]",[1395974],"[1395974, 1412857]","[1396737, 1412857, 1395974]"
CBN-PdlC-A2-20150831,"[1396737, 1412857]","[1395974, 1396737, 1412857]","[1356370, 1395974, 1396737, 1412857]","[1396737, 1356370, 1412857, 1395974]"
CBN-PdlC-A2-20160705,"[1396737, 1412857]","[1356370, 1361079, 1393314, 1394336, 1395974, 1396471, 1396737, 1397535, 1412857, 1722444, 1743422, 1743924]","[1356370, 1361079, 1393314, 1394336, 1394613, 1395974, 1396094, 1396737, 1397535, 1412857]","[1394336, 1396737, 1393314, 1396094, 1395974, 1396471, 1722444, 1356370, 1743924, 1394613, 1361079, 1412857, 1743422, 1397535]"
CBN-PdlC-A2-20160726,"[1355992, 1356356, 1357081, 1361402, 1362443, 1390846, 1392388, 1392484, 1392723, 1393200, 1394380, 1394540, 1394554, 1395718, 1395974, 1395993, 1396737, 1396869, 1397439, 1398816, 1412857, 1482204, 1519650, 1668165, 1701831, 1743913]","[1395974, 1396869]","[1395974, 1396869, 1412857]","[1396737, 1392388, 1396869, 1395718, 1395974, 1362443, 1361402, 1395993, 1357081, 1398816, 1519650, 1743913, 1393200, 1397439, 1356356, 1668165, 1701831, 1394380, 1392723, 1355992, 1482204, 1392484, 1394540, 1412857, 1394554, 1390846]"
CBN-PdlC-A2-20170816,"[1390846, 1395990, 1396737, 1396869, 1741706]","[1361079, 1395974, 1412857, 1741805, 1742052]","[1395974, 1395990, 1398816, 1412857]","[1398816, 1396737, 1742052, 1396869, 1395974, 1741706, 1741805, 1395990, 1361079, 1412857, 1390846]"
CBN-PdlC-A2-20180702,"[1394336, 1394613, 1396417, 1396737, 1396869, 1737655, 1743924]","[1394336, 1394613, 1395974, 1396417, 1396737, 1396869, 1398816, 1398824, 1502503, 1503192, 1722437, 1722444, 1743396, 1743913, 1743924]","[1361079, 1394336, 1395974, 1396737, 1396869, 1503192, 1722437, 1722444, 1743913, 1743924]","[1394336, 1396417, 1396737, 1398816, 1743396, 1396869, 1395974, 1502503, 1398824, 1722437, 1743913, 1722444, 1743924, 1394613, 1737655, 1503192, 1361079]"
CBN-PdlC-A2-20180723,[1396869],"[1396869, 1743913]","[1359162, 1396869]","[1743913, 1359162, 1396869]"
CBN-PdlC-A2-20180815,"[1356370, 1363741, 1390846, 1396737, 1396869, 1720959]","[1356370, 1358176, 1359511, 1363741, 1393564, 1396737, 1396869, 1412857]","[1356370, 1394336, 1396737, 1396869, 1398824, 1722444]","[1358176, 1396737, 1394336, 1396869, 1398824, 1722444, 1356370, 1359511, 1412857, 1393564, 1363741, 1390846, 1720959]"
CBN-PdlC-A2-20180905,"[1355992, 1390846, 1394336, 1395990, 1396737, 1396869, 1743924]","[1394336, 1394613, 1396869, 1412857, 1743913, 1743924]","[1359511, 1393824, 1393946, 1394336, 1394613, 1395974, 1396737, 1396869, 1412857, 1502503, 1743337, 1743913, 1743971]","[1394336, 1396737, 1393824, 1743971, 1396869, 1395974, 1502503, 1743913, 1743337, 1743924, 1394613, 1395990, 1359511, 1355992, 1412857, 1393946, 1390846]"
CBN-PdlC-A2-20190701,"[1357928, 1358492, 1363407, 1390051, 1390846, 1391345, 1392388, 1393946, 1394336, 1395974, 1396869, 1397528, 1398824, 1478563, 1503192, 1722444, 1741600, 1743913, 1743924]","[1395974, 1396869, 1737655, 1743924]","[1395974, 1396869]","[1392388, 1396869, 1395974, 1397528, 1393946, 1358492, 1394336, 1741600, 1478563, 1398824, 1743913, 1743924, 1737655, 1722444, 1363407, 1503192, 1390051, 1357928, 1391345, 1390846]"
CBN-PdlC-A2-20190722,"[1363741, 1396737, 1396869, 1512231, 1549015, 1743913]","[1357988, 1359511, 1363741, 1390846, 1394336, 1395974, 1396737, 1396869, 1412857, 1549015, 1743913]","[1361079, 1390880, 1393946, 1394336, 1395974, 1396737, 1396869, 1398816, 1503192, 1722437, 1743924]","[1396737, 1396869, 1395974, 1359511, 1393946, 1363741, 1394336, 1390880, 1398816, 1357988, 1512231, 1743913, 1743924, 1361079, 1722437, 1549015, 1503192, 1412857, 1390846]"
CBN-PdlC-A2-20190812,"[1396471, 1396737, 1396869, 1503192]","[1359511, 1394336, 1396417, 1396737, 1396869, 1512231, 1743924]","[1359511, 1393946, 1394336, 1394613, 1395974, 1396869, 1398824, 1502503, 1512231, 1628790, 1722444]","[1394336, 1396737, 1396417, 1396869, 1395974, 1512231, 1398824, 1502503, 1396471, 1722444, 1743924, 1394613, 1628790, 1359511, 1503192, 1393946]"
CBN-PdlC-A2-20190909,"[1355992, 1356370, 1357220, 1359444, 1364025, 1364038, 1391511, 1395807, 1395974, 1395990, 1396417, 1396737, 1396869, 1399096, 1478563, 1622908, 1701831, 1741706, 1741805, 1743396, 1743536, 1743913, 1743924]","[1395990, 1396869]","[1395974, 1395990, 1396869, 1412857]","[1396737, 1396869, 1395974, 1741706, 1395990, 1391511, 1478563, 1357220, 1743396, 1743913, 1743536, 1743924, 1399096, 1364025, 1396417, 1364038, 1701831, 1356370, 1359444, 1355992, 1395807, 1741805, 1412857, 1622908]"
CBN-PdlC-A2-20200629,"[1356370, 1363426, 1390051, 1390790, 1391078, 1722437, 1742180, 1743742]","[1363472, 1390790, 1390880, 1400182, 1722437, 1742180, 1743913]","[1356356, 1356370, 1361528, 1390051, 1390790, 1390880, 1394789, 1396417, 1478563, 1722437, 1742180]","[1390880, 1396417, 1363426, 1390051, 1742180, 1722437, 1391078, 1390790, 1356356, 1743913, 1394789, 1478563, 1363472, 1356370, 1400182, 1361528, 1743742]"
CBN-PdlC-A2-20200722,"[1356356, 1356669, 1390690, 1392549, 1394540, 1395974, 1396737, 1396857, 1738627, 1738641, 1743247, 1743913]","[1393946, 1394336, 1395974, 1396737, 1396869, 1743924]","[1395974, 1396869]","[1394336, 1396737, 1390690, 1738627, 1356356, 1392549, 1395974, 1396869, 1743913, 1394540, 1743247, 1738641, 1743924, 1396857, 1393946, 1356669]"
CBN-PdlC-A2-20200812,"[1359444, 1359511, 1395807, 1395974, 1396737, 1396857, 1396869, 1410243, 1414365, 1423209, 1478563, 1502503]","[1359511, 1390846, 1394336, 1394613, 1396417, 1396869, 1410243]","[1359511, 1393946, 1394336, 1394613, 1395974, 1396737, 1396869]","[1394336, 1396737, 1396417, 1410243, 1478563, 1396869, 1395974, 1502503, 1423209, 1359444, 1394613, 1359511, 1396857, 1393946, 1414365, 1390846, 1395807]"
CBN-PdlC-A3-20130807,"[1357577, 1390532, 1391771, 1393824, 1394540, 1394866, 1395990, 1397046, 1397500, 1397524, 1397535, 1399772, 1410243, 1426085, 1478563, 1742099]","[1356356, 1390785, 1390846, 1392608, 1394540, 1396869, 1397524, 1397535, 1426085]","[1397524, 1397535]","[1396869, 1357577, 1742099, 1397524, 1395990, 1391771, 1397535, 1393824, 1478563, 1426085, 1394866, 1397046, 1390785, 1410243, 1390532, 1356356, 1399772, 1392608, 1394540, 1397500, 1390846]"
CBN-PdlC-A3-20130903,[1412857],"[1364179, 1392565, 1392608, 1412857, 1742052]",[1392608],"[1392608, 1742052, 1364179, 1392565, 1412857]"
CBN-PdlC-A3-20140721,"[1361382, 1363741, 1390641, 1394533, 1399772, 1402995, 1482204, 1737428, 1737669, 1743646]","[1363741, 1398824]","[1363741, 1390846, 1398824]","[1394533, 1361382, 1737669, 1398824, 1390846, 1390641, 1402995, 1737428, 1482204, 1399772, 1363741, 1743646]"
CBN-PdlC-A3-20140811,"[1363741, 1393824, 1394540, 1396733, 1397535, 1412857]","[1397535, 1412857]","[1392608, 1393200, 1412857]","[1393824, 1392608, 1363741, 1394540, 1393200, 1412857, 1396733, 1397535]"
CBN-PdlC-A3-20140901,"[1395990, 1412857]","[1391331, 1392608, 1393314, 1394840, 1412857]","[1392608, 1393314, 1412857]","[1392608, 1393314, 1391331, 1395990, 1394840, 1412857]"
CBN-PdlC-A3-20150701,"[1363741, 1390846, 1391331, 1412857]","[1356356, 1363741, 1390846, 1392388, 1393314, 1394540, 1396417, 1396869, 1397535, 1412857, 1737494, 1737655]","[1363741, 1390846, 1393314, 1394540, 1397535]","[1396417, 1393314, 1391331, 1356356, 1392388, 1396869, 1394540, 1737494, 1737655, 1412857, 1363741, 1390846, 1397535]"
CBN-PdlC-A3-20150720,"[1357608, 1359511, 1360826, 1361382, 1363741, 1391775, 1393200, 1393824, 1394855, 1396107, 1396663, 1396733, 1397528, 1398569, 1398824, 1399772, 1400096, 1402995, 1412857, 1512231, 1664563]","[1359511, 1359665, 1359835, 1360299, 1361647, 1363741, 1363872, 1388766, 1390846, 1391775, 1392608, 1393200, 1393824, 1394540, 1394581, 1396107, 1396663, 1396733, 1397500, 1397528, 1398569, 1398805, 1412857, 1423209, 1505431, 1519650, 1628790, 1664563, 1744235]","[1363741, 1393200, 1394540, 1398824]","[1396107, 1394581, 1398805, 1359511, 1397528, 1505431, 1363741, 1391775, 1393824, 1400096, 1363872, 1519650, 1394855, 1357608, 1398569, 1398824, 1512231, 1360299, 1393200, 1359665, 1664563, 1396663, 1360826, 1359835, 1399772, 1388766, 1392608, 1361382, 1423209, 1744235, 1394540, 1361647, 1402995, 1628790, 1412857, 1397500, 1396733, 1390846]"
CBN-PdlC-A3-20150810,"[1363741, 1392608, 1393314, 1396733, 1412857]","[1363741, 1392608, 1393200, 1393314, 1393824, 1396733, 1412857, 1701831]","[1392608, 1393200, 1393314, 1393619, 1412857]","[1392608, 1393824, 1393314, 1701831, 1363741, 1393200, 1393619, 1412857, 1396733]"
CBN-PdlC-A3-20150831,"[1394866, 1412857, 1742052]","[1394857, 1412857]","[1392608, 1394857, 1412857]","[1392608, 1742052, 1394857, 1394866, 1412857]"
CBN-PdlC-A3-20160705,"[1357577, 1393824, 1394866, 1412857]","[1393200, 1393824, 1394866, 1394999, 1397535, 1412857, 1742180]","[1393824, 1397535, 1412857]","[1393824, 1742180, 1357577, 1393200, 1394866, 1394999, 1412857, 1397535]"
CBN-PdlC-A3-20160726,"[1355993, 1362368, 1363741, 1390639, 1394866, 1397500, 1397535, 1400110, 1412857, 1478563, 1549015]","[1363741, 1393200, 1393824, 1397535, 1398824]","[1393200, 1393824, 1397535]","[1362368, 1393824, 1478563, 1398824, 1400110, 1390639, 1393200, 1394866, 1412857, 1549015, 1355993, 1397500, 1363741, 1397535]"
CBN-PdlC-A3-20170816,"[1363741, 1412857, 1512231, 1742052]","[1394643, 1412857]","[1392608, 1412857, 1742052]","[1392608, 1742052, 1512231, 1394643, 1412857, 1363741]"
CBN-PdlC-A3-20170906,"[1394866, 1412857, 1517350]","[1359511, 1391331, 1394540, 1394866, 1396869, 1412857, 1426085]","[1393824, 1394643, 1412857]","[1393824, 1391331, 1396869, 1517350, 1426085, 1394540, 1394866, 1394643, 1359511, 1412857]"
CBN-PdlC-A3-20180702,"[1355992, 1357427, 1363741, 1395974, 1396138, 1397060, 1425990, 1426085, 1737655, 1744468]","[1355992, 1357988, 1360910, 1361382, 1363741, 1395974, 1396107, 1396144, 1396145, 1397524, 1400110, 1402995, 1512231, 1512544, 1737655]",[1363741],"[1395974, 1396107, 1360910, 1397524, 1363741, 1357988, 1426085, 1512231, 1396138, 1400110, 1396144, 1396145, 1737655, 1397060, 1425990, 1744468, 1355992, 1512544, 1361382, 1357427, 1402995]"
CBN-PdlC-A3-20180723,"[1391331, 1392730, 1393200, 1393679, 1394375, 1394540, 1394908, 1396982, 1397046, 1397535, 1412857, 1519650]","[1391331, 1393200, 1396869, 1397046, 1412857, 1722444]","[1394908, 1396869, 1397046]","[1519650, 1391331, 1396869, 1394375, 1394540, 1722444, 1393679, 1393200, 1396982, 1397046, 1412857, 1392730, 1394908, 1397535]"
CBN-PdlC-A3-20180815,"[1364024, 1389815, 1390641, 1391331, 1395718, 1395990, 1400110, 1412857, 1424250, 1558164, 1669441, 1720959, 1737507, 1738641, 1741706, 1742180, 1743337]","[1391331, 1412857]","[1391331, 1393245, 1400110, 1412857, 1512231]","[1395718, 1741706, 1738641, 1558164, 1395990, 1737507, 1512231, 1400110, 1390641, 1364024, 1669441, 1393245, 1391331, 1742180, 1743337, 1389815, 1412857, 1424250, 1720959]"
CBN-PdlC-A3-20180905,"[1359511, 1361382, 1362711, 1363741, 1390846, 1391331, 1392745, 1393824, 1394542, 1394641, 1394866, 1394999, 1396737, 1426085, 1512231, 1517350, 1628790, 1742052, 1743924]",[1412857],"[1359511, 1412857]","[1396737, 1359511, 1362711, 1363741, 1393824, 1426085, 1517350, 1512231, 1394866, 1743924, 1394999, 1394641, 1391331, 1742052, 1361382, 1392745, 1394542, 1628790, 1412857, 1390846]"
CBN-PdlC-A3-20190701,"[1396471, 1722444, 1743913]","[1394336, 1396471, 1397535, 1722444, 1743913]","[1394336, 1396471, 1396869, 1397535, 1722444, 1737655, 1743913, 1743924]","[1394336, 1396869, 1743913, 1722444, 1737655, 1743924, 1396471, 1397535]"
CBN-PdlC-A3-20190722,"[1357577, 1363741, 1412857]","[1357081, 1357577, 1363741, 1392608, 1393824, 1397046, 1412857, 1426085, 1512231]","[1357081, 1357577, 1363741, 1396733, 1396869, 1412857]","[1392608, 1393824, 1426085, 1357081, 1512231, 1396869, 1357577, 1396733, 1397046, 1412857, 1363741]"
CBN-PdlC-A3-20190812,"[1357608, 1390641, 1394999, 1396471, 1409318, 1412857, 1741564, 1742052]","[1358176, 1361647, 1389330, 1394999, 1395063, 1396471, 1397497, 1397524, 1398824, 1400110, 1412857, 1489036, 1519650, 1741564, 1742052, 1742053, 1743971]","[1394999, 1412857, 1517350, 1741564, 1742053, 1743971]","[1489036, 1389330, 1397524, 1395063, 1519650, 1409318, 1517350, 1357608, 1398824, 1400110, 1390641, 1394999, 1412857, 1358176, 1743971, 1742052, 1742053, 1361647, 1396471, 1397497, 1741564]"
