quadrat_id,species_ids_5x5,species_ids_7x7,species_ids_9x9,species_ids
CBN-PdlC-A2-20190701,"[1391345, 1392388, 1396869, 1722444, 1743913, 1743924, 1741600]","[1737655, 1395974, 1743924]","[1355992, 1390887, 1737655, 1395974, 1398824]","[1741600, 1392388, 1396869, 1395974, 1390887, 1398824, 1743913, 1722444, 1391345, 1743924, 1737655, 1355992]"
CBN-PdlC-A2-20190722,"[1549015, 1363741, 1549015, 1503192, 1360563, 1512231, 1363741, 1397528, 1512231, 1743913, 1396737, 1743913]","[1549015, 1363741, 1394540, 1363741, 1396869, 1743913, 1395974, 1355992, 1357988, 1361079, 1392388, 1394336, 1396417, 1396869, 1398184, 1398816, 1502503, 1503192, 1722437, 1722444, 1741834, 1743396, 1743913, 1743924]","[1549015, 1738592, 1503192, 1394540, 1363741, 1390846, 1396869, 1394336, 1395974, 1396737, 1722437, 1743422, 1361079, 1396471, 1502503, 1722444, 1741834, 1743924]","[1396737, 1392388, 1396869, 1395974, 1741834, 1397528, 1363741, 1394336, 1398816, 1357988, 1743396, 1512231, 1398184, 1743913, 1502503, 1360563, 1743924, 1361079, 1743422, 1396417, 1722437, 1722444, 1549015, 1503192, 1355992, 1738592, 1394540, 1396471, 1390846]"
CBN-PdlC-A2-20190812,"[1359444, 1396471, 1502503, 1622908, 1392745, 1363741, 1396737, 1396737, 1743422, 1390764, 1396417, 1396471, 1396869, 1414365]","[1396869, 1359511, 1394336, 1396869, 1743924, 1394336, 1512231, 1396869, 1502503]","[1396869, 1359511, 1398824, 1394336, 1722437, 1743924, 1512231, 1363741, 1412857, 1394613, 1396737, 1393564, 1392388, 1396417]","[1396737, 1392388, 1396869, 1359511, 1393564, 1363741, 1394336, 1502503, 1512231, 1398824, 1390764, 1743924, 1394613, 1743422, 1396417, 1722437, 1359444, 1414365, 1392745, 1396471, 1412857, 1622908]"
CBN-PdlC-A2-20190909,"[1622908, 1741706, 1395990, 1356370, 1355992, 1396417, 1399096, 1743913, 1743913]","[1396869, 1391891, 1412857, 1364038, 1396869, 1395990, 1395974, 1743913, 1742180]","[1394322, 1741706, 1390966, 1414365, 1391331, 1609716, 1412857, 1395974, 1395990, 1395807, 1741805]","[1396869, 1395974, 1741706, 1394322, 1391891, 1395990, 1743913, 1399096, 1396417, 1364038, 1356370, 1355992, 1414365, 1395807, 1391331, 1742180, 1741805, 1609716, 1390966, 1412857, 1622908]"
CBN-PdlC-A2-20200629,"[1722437, 1363426]","[1743913, 1390790]","[1722437, 1395974, 1361123, 1361528, 1390790]","[1363426, 1361123, 1722437, 1390790, 1395974, 1743913, 1361528]"
CBN-PdlC-A2-20200722,"[1392549, 1394540, 1390690, 1394540, 1395974, 1396737, 1356356, 1738641]","[1395974, 1395974, 1394336, 1396869, 1395974, 1393946]","[1361971, 1390690, 1395049, 1398816, 1395974, 1394641, 1393946, 1394336, 1396869]","[1394336, 1396737, 1390690, 1398816, 1356356, 1392549, 1395974, 1396869, 1395049, 1394540, 1738641, 1394641, 1361971, 1393946]"
CBN-PdlC-A2-20200812,"[1396869, 1410243, 1395807, 1396737, 1396869]","[1396869, 1423209, 1396869, 1356669, 1357081, 1359636, 1361079, 1361402, 1361514, 1390846, 1390934, 1393946, 1394336, 1394613, 1396417, 1396471, 1396869, 1398184, 1410243, 1418380, 1478563, 1502503, 1503192, 1722444, 1737655, 1743924]","[1363741, 1359511, 1393224, 1394336, 1396869, 1356370]","[1396737, 1396869, 1418380, 1359636, 1359511, 1357081, 1393946, 1363741, 1394336, 1478563, 1502503, 1398184, 1743924, 1394613, 1361079, 1737655, 1396417, 1410243, 1393224, 1722444, 1356370, 1390934, 1503192, 1395807, 1423209, 1361514, 1396471, 1361402, 1356669, 1390846]"
CBN-PdlC-A3-20130807,"[1410243, 1395990, 1391771, 1394866, 1393824, 1397524, 1397535, 1397500, 1393824, 1426085, 1394540]","[1394540, 1397535, 1397535, 1392608]","[1356669, 1397535, 1412857, 1395807]","[1393824, 1392608, 1410243, 1426085, 1394540, 1394866, 1397524, 1395990, 1412857, 1391771, 1397500, 1356669, 1395807, 1397535]"
CBN-PdlC-A3-20130903,"[1390641, 1743742, 1412857, 1646497, 1741600, 1392608, 1394840, 1397468]","[1412857, 1393619, 1392608, 1392608]","[1355992, 1396869, 1412857, 1364179, 1742052, 1392608, 1395807]","[1741600, 1646497, 1392608, 1742052, 1396869, 1395807, 1390641, 1393619, 1364179, 1394840, 1412857, 1397468, 1743742, 1355992]"
CBN-PdlC-A3-20140721,"[1390641, 1363741]",[1363741],"[1390785, 1532449, 1398824, 1363741, 1402995, 1722444, 1361872]","[1390785, 1532449, 1398824, 1722444, 1361872, 1390641, 1402995, 1363741]"
CBN-PdlC-A3-20140811,"[1393200, 1393824, 1393314, 1393824, 1394540, 1397535, 1397535, 1412857, 1412857, 1394643, 1392608, 1396733]","[1393200, 1412857, 1412857, 1412857, 1396253, 1397535, 1392608, 1412857, 1392608]","[1393200, 1392608, 1393619, 1412857, 1392612, 1397535, 1395807, 1360299]","[1393824, 1392608, 1393314, 1396253, 1392612, 1360299, 1394540, 1393200, 1394643, 1393619, 1412857, 1396733, 1395807, 1397535]"
CBN-PdlC-A3-20140901,"[1390641, 1412857, 1742052, 1412857, 1390910, 1412857, 1412857, 1360299, 1392608, 1356359, 1396097, 1396974, 1396869]","[1393314, 1361872, 1390641, 1412857, 1742052, 1412857, 1393314, 1412857, 1412857, 1742052, 1392608, 1392608, 1392608, 1395949, 1395974, 1396869]","[1361872, 1390641, 1412857, 1742052, 1393314, 1392608, 1356883, 1395974, 1391331, 1396869, 1741834, 1743924, 1743913]","[1396097, 1396869, 1395974, 1741834, 1393314, 1743913, 1360299, 1390641, 1743924, 1390910, 1356359, 1361872, 1356883, 1392608, 1391331, 1742052, 1395949, 1396974, 1412857]"
CBN-PdlC-A3-20150701,"[1394581, 1412857, 1412857, 1363992]","[1393314, 1397535, 1363741, 1392608, 1478563]","[1355992, 1397535, 1391331, 1393619, 1392626]","[1392608, 1393314, 1478563, 1391331, 1355992, 1392626, 1393619, 1394581, 1363992, 1412857, 1363741, 1397535]"
CBN-PdlC-A3-20150720,"[1393200, 1357608, 1412857, 1391775, 1396663, 1359511, 1363741, 1396107, 1361382, 1664563, 1396733]","[1393200, 1359511, 1396107, 1664563, 1392608]","[1398824, 1393200, 1390764, 1359511, 1363741, 1664563, 1394540, 1392608]","[1392608, 1361382, 1357608, 1359511, 1398824, 1396107, 1390764, 1394540, 1393200, 1396733, 1664563, 1396663, 1412857, 1363741, 1391775]"
CBN-PdlC-A3-20150810,"[1396733, 1426085, 1393200, 1393824, 1412857, 1355992, 1397528, 1392608, 1392608]","[1393200, 1398569, 1393200, 1363741, 1393314, 1392608, 1393314, 1492664, 1392608, 1392608]","[1393200, 1412857, 1363741, 1394540, 1393619, 1392608, 1395870, 1397528, 1400096, 1359587]","[1393824, 1392608, 1393314, 1400096, 1359587, 1426085, 1398569, 1363741, 1394540, 1492664, 1393200, 1397528, 1393619, 1355992, 1412857, 1396733, 1395870]"
CBN-PdlC-A3-20150831,"[1741564, 1742052, 1412857, 1742052, 1412857, 1390793, 1519650, 1412857, 1394630, 1394857, 1394864, 1394866, 1400188, 1362361, 1394866]","[1394999, 1412857, 1519650, 1390846, 1392608, 1394857, 1392608, 1394866]","[1393200, 1394999, 1398569, 1412857, 1359511, 1423209, 1389543, 1391092, 1394643, 1355993, 1360299, 1392608, 1394857, 1550182, 1393314]","[1741564, 1359511, 1519650, 1393314, 1394857, 1398569, 1360299, 1394864, 1393200, 1394866, 1394999, 1362361, 1394630, 1390793, 1394643, 1355993, 1392608, 1742052, 1550182, 1389543, 1423209, 1391092, 1412857, 1400188, 1390846]"
CBN-PdlC-A3-20160705,"[1393200, 1393824, 1394999, 1412857, 1357577, 1391771, 1426085, 1361077, 1362368, 1394866, 1737669]","[1393824, 1412857]","[1393200, 1397535, 1412857, 1392608]","[1393824, 1362368, 1392608, 1426085, 1737669, 1357577, 1393200, 1394866, 1361077, 1394999, 1412857, 1391771, 1397535]"
CBN-PdlC-A3-20160726,"[1478563, 1397500, 1549015, 1363741]","[1393824, 1397535]","[1393200, 1393824, 1394999, 1394540, 1397046, 1412857, 1398824]","[1393824, 1478563, 1394999, 1398824, 1394540, 1393200, 1397046, 1549015, 1412857, 1397500, 1363741, 1397535]"
CBN-PdlC-A3-20170816,"[1412857, 1412857, 1393619, 1394643, 1412857, 1742052, 1512231, 1512231]","[1742052, 1412857, 1394643, 1412857, 1744215, 1392608, 1512231, 1390846]","[1412857, 1393619, 1394643, 1392608]","[1392608, 1742052, 1512231, 1393619, 1394643, 1744215, 1412857, 1390846]"
CBN-PdlC-A3-20170906,"[1359511, 1412857, 1394866]","[1412857, 1394866, 1396869]","[1393200, 1359853, 1394840, 1394866, 1394366, 1363992, 1356370, 1356399, 1356669, 1396869, 1393946]","[1396869, 1359853, 1356399, 1393200, 1394866, 1363992, 1356370, 1359511, 1394840, 1412857, 1393946, 1356669, 1394366]"
CBN-PdlC-A3-20180702,"[1737655, 1363741, 1397060]",[1363741],[],"[1397060, 1363741, 1737655]"
CBN-PdlC-A3-20180723,"[1393200, 1391331, 1397046, 1392730, 1412857]","[1393200, 1392565, 1391331, 1412857, 1392608, 1701831, 1743913]","[1393200, 1396185, 1394908, 1397046, 1356947, 1412857, 1396869, 1392608]","[1392608, 1391331, 1396869, 1701831, 1743913, 1396185, 1393200, 1356947, 1392565, 1397046, 1412857, 1392730, 1394908]"
CBN-PdlC-A3-20180815,"[1738641, 1412857, 1391331, 1390641, 1741706, 1742180]",[1394643],"[1391331, 1394643, 1394421, 1396272, 1412857, 1391120]","[1391331, 1742180, 1741706, 1396272, 1738641, 1390641, 1394643, 1391120, 1394421, 1412857]"
CBN-PdlC-A3-20180905,"[1390846, 1393824, 1394999, 1426085, 1394641, 1742052, 1362711, 1396737]","[1361617, 1390846, 1412857, 1412857, 1412857, 1357608, 1412857, 1412857]","[1423209, 1412857, 1397535, 1390641, 1356399, 1356370, 1742180, 1478563]","[1393824, 1396737, 1478563, 1742052, 1426085, 1742180, 1357608, 1423209, 1362711, 1356399, 1394641, 1361617, 1390641, 1356370, 1394999, 1412857, 1390846, 1397535]"
CBN-PdlC-A3-20190701,"[1396471, 1743913, 1414270, 1391331, 1722444, 1399772, 1394336, 1722444]","[1397535, 1722444]","[1393947, 1397535]","[1394336, 1391331, 1743913, 1722444, 1396471, 1393947, 1399772, 1414270, 1397535]"
CBN-PdlC-A3-20190722,"[1628790, 1394999, 1363741, 1412857, 1363741, 1357577, 1357577, 1356775, 1489036]","[1363741, 1363741, 1412857, 1358295, 1412857]","[1356669, 1393200, 1398824, 1412857, 1393824, 1357577, 1394289, 1356775, 1395049]","[1393824, 1358295, 1356775, 1398824, 1357577, 1395049, 1489036, 1356669, 1393200, 1394289, 1628790, 1394999, 1412857, 1363741]"
CBN-PdlC-A3-20190812,"[1357608, 1409318, 1412857, 1741564]","[1394999, 1412857]","[1744004, 1742052, 1742053, 1412857, 1357577, 1360826, 1489036]","[1744004, 1742052, 1409318, 1742053, 1357608, 1357577, 1489036, 1394999, 1412857, 1360826, 1741564]"
